0.68575748,0.86782053,1.16401127,1.19931518,1.31981188,0.90934940,0.84894231,1.16966866,1.49327662,3.00179811,1.79589300,1.23979651,0.80580665,1.30882189,4.51022918,3.40509377,2.07744599,1.36999258,0.83924258,1.17557564,2.37896233,2.09140216,1.38910103,0.99620972,0.80136448,1.00000000
0.54377007,0.77784897,0.99557591,0.93519740,0.85712788,0.77734247,0.61146214,0.78204177,1.58208101,2.27689863,1.30309730,1.23737756,0.83951436,0.98977347,2.04165089,2.76247846,2.09454047,1.33277389,0.67346176,0.96066398,1.77291229,2.00199829,1.29792337,0.82395807,0.69564831,1.00000000
0.56773259,0.64500242,0.95809667,1.32314082,0.93712745,0.76652915,0.58835582,0.77123741,1.33715942,1.83011962,1.50775989,0.98571711,0.64695077,1.06069186,1.74347459,3.34386080,2.58528862,0.99506583,0.65505739,0.88472460,1.40006365,1.54321558,1.11558432,0.76389344,0.61417263,1.00000000
0.62380954,0.76399298,1.08431026,1.29099937,1.09560067,0.90119976,0.67554072,1.10237845,1.60509220,3.03687485,1.83643014,1.11569835,0.87174345,1.30296435,2.34454507,2.97592027,2.07438445,1.05733472,0.79201033,1.44484755,5.53796730,1.61864826,1.31623996,1.13491997,0.62758374,1.00000000
0.65591914,0.73914042,0.92609760,1.20045392,1.10559942,0.68874985,0.68351997,0.89002475,1.40527850,2.25378027,2.94364497,1.06678302,0.68321945,1.00851423,2.07602544,3.18853497,2.62255669,1.09898696,0.71162731,0.99038223,1.47581557,2.12807121,1.52967591,0.92725690,0.66414003,0.00000000
0.56457616,0.79806860,1.09718162,1.33018861,1.10102171,0.83418080,0.69618865,1.11793435,1.40489149,2.36303762,2.37479496,1.05299247,0.69606298,1.30462454,4.37413640,3.03468233,2.20410650,0.94891006,0.71362725,1.21687128,2.11331560,1.97153670,1.11220669,0.94093240,0.64743291,0.00000000
0.50494783,0.68684874,0.97594681,0.99097364,1.03903588,0.72368507,0.68281891,0.90469522,1.13400487,1.64437695,1.60802343,0.88552183,0.71910886,0.89048404,1.97859140,2.41392736,1.59450620,1.20399672,0.59709947,0.95445539,1.63303115,2.34249068,1.25468967,0.89657510,0.63919197,1.00000000
0.61346842,0.61655878,0.89743709,0.94320300,1.13305385,0.70355258,0.61537131,0.78672422,1.57445850,2.16504117,1.95855648,1.03012900,0.69250337,1.21744087,1.80508915,2.89907786,2.15578238,0.96583781,0.68863111,1.01297397,1.49813213,1.91616586,1.41578119,0.76815432,0.69277591,1.00000000
0.55935601,0.67080203,0.92798281,1.09696108,0.79316941,0.74026857,0.66334659,0.83721942,1.37097298,1.96994876,1.41660173,0.98657483,0.67698314,0.99730430,1.77969804,2.59952842,2.00193264,0.87581188,0.67392702,1.20215236,1.58473992,1.99620605,1.16042183,0.89605892,0.63080069,0.00000000
0.54510460,0.84932983,0.91334461,1.07316362,1.07060534,0.76471704,0.59795424,0.88330358,1.13140220,1.99659802,1.72656372,1.03028810,0.69257514,0.97316134,1.96538100,2.68068599,2.62238290,1.02521315,0.71110724,1.19647952,1.72698806,1.59410628,1.18001617,1.04504614,0.56795970,0.00000000
0.58331175,0.81202814,0.85338685,1.05579229,0.80700724,0.72759555,0.75125506,1.06720809,1.18639808,2.40239622,1.56406631,1.07215067,0.64032662,1.18174092,1.72906840,2.39619191,2.33215435,1.16589210,0.76236965,0.99510252,4.03048120,1.88365095,1.39311334,0.78658254,0.57801125,0.00000000
0.60761096,0.79531172,1.02961783,1.15871105,1.01308934,0.82591979,0.69290027,1.11935049,1.28599707,1.45842474,4.23039251,0.92006569,0.84559169,1.05355182,2.32862256,2.59701394,2.04450711,1.24811953,0.88384160,1.09448391,2.04788931,1.74346934,1.69560528,0.92626654,0.61158581,1.00000000
0.58070804,0.82181671,0.99254087,0.97391427,1.16666273,0.85768453,0.73115326,1.12608617,1.72749973,2.44158696,1.38631921,1.06388745,0.90718562,1.24988653,2.09821506,3.20620949,2.28528302,1.17156427,0.70832294,1.54314470,2.29061610,2.03918641,1.52958849,0.84779746,0.61901903,1.00000000
0.62982650,0.69790225,0.83254263,0.98294372,1.21395212,0.78547848,0.66591292,0.90405622,1.54702393,2.48648767,2.94622684,0.95077349,0.74920207,1.30911081,2.21327157,3.56253410,2.02840000,1.06065754,0.79461073,1.37485285,1.76859271,2.55495393,1.15916233,1.04191941,0.57644499,0.00000000
0.61335081,0.79411908,0.97577231,1.11279103,1.01426512,0.79263778,0.73185255,1.04238766,1.68121098,1.89393099,2.24086346,1.01398198,0.85616607,1.19790231,1.89955001,3.32858744,1.74766263,1.14591000,0.66491070,0.99758676,1.93084042,2.24951543,1.29073812,0.96716313,0.72378235,0.00000000
0.72343658,0.89917296,1.03320537,1.09015143,1.32565420,0.86468622,0.72535183,1.10036948,1.44870311,3.81552649,1.79837423,1.10055512,0.90193551,1.23879826,2.37023728,4.88498150,1.72789231,1.25793374,0.82653754,1.19866901,3.22420186,1.80185071,1.54294166,0.99934325,0.82294751,1.00000000
