0.67372765,0.76320037,0.94472257,0.96544103,0.90659437,0.72270238,0.77995623,0.81522847,1.44301934,2.31610768,1.77688744,1.20119995,0.87868254,1.08235864,1.98688490,2.99894765,3.01968697,0.99922935,0.85442005,1.55002101,2.01535823,2.20679804,1.39871518,0.80817764,0.70767272,1.05407942,0.94349618,0.99133413,0.84284208,0.74939062,0.52682717,0.68600303,0.73016160,0.87575948,0.72512840,1.00000000
0.71716148,0.82123056,1.15067158,1.22546743,1.06922854,0.97853443,0.64396464,1.20596058,1.19126760,2.74981910,1.91624713,0.99328233,0.80200383,1.02816130,5.03196814,3.08850202,2.02571299,1.33442593,0.75925725,1.34795400,2.23132336,1.75047678,1.24251098,1.14571688,0.74817488,0.97681959,0.97874031,1.25402826,1.03976193,0.85421582,0.53885561,0.65986586,0.70013051,0.86808903,0.78656782,1.00000000
0.60505283,0.71729774,1.12796636,1.26490869,0.93548990,0.93854543,0.73603583,0.90948917,1.36502815,1.56071999,1.82569598,1.26403204,0.76530654,1.21540005,2.20799614,2.94462283,2.60198191,1.06836787,0.77557957,1.03794576,4.92883661,2.02314345,1.32176025,0.97324080,0.63568722,0.87747180,1.30621899,1.08570707,0.86628771,0.71974181,0.59498767,0.64453069,0.82033759,0.71332022,0.71202427,1.00000000
0.66448473,0.68375933,0.93708269,1.13909446,0.88445496,0.75667446,0.73682612,0.99363693,1.30416950,3.56826713,2.40735718,1.17889851,0.83274741,1.01681984,3.45716796,3.07477172,2.65638678,0.94028706,0.78059114,1.09574721,4.01867853,1.92786628,1.39224710,1.16899915,0.76728297,0.92232467,1.23438068,1.19362363,0.93825958,0.83379372,0.54472218,0.59726050,0.83360666,0.69450577,0.74555096,1.00000000
0.58090794,0.73121369,1.10458093,0.97712364,0.94590802,0.88286570,0.68256840,0.93167787,1.24102804,3.30040174,1.51545488,0.96482173,0.86863269,1.17316388,1.94143812,2.65410531,2.04869617,1.24442339,0.70530704,1.43581363,1.94352503,1.69559668,1.23063454,0.81644822,0.65735643,0.77333560,1.10802617,1.32790281,0.98553948,0.78580220,0.59991937,0.70796820,0.79472578,0.84782642,0.67599677,1.00000000
0.54882197,0.63745963,0.87442913,1.22132931,1.07533217,0.68737660,0.64625553,0.84398883,1.65685963,1.94000066,1.37678142,0.79315748,0.76083146,1.36116481,1.91891638,3.03624307,2.48202239,0.97803773,0.59310166,0.95446116,1.65684798,1.44034788,1.28089556,0.79648630,0.61578095,0.78946034,1.03241961,1.16867324,0.81395322,0.70389285,0.49178425,0.55528391,0.65424370,0.66187436,0.64397337,0.00000000
0.55578410,0.75886703,0.98956936,1.03702879,0.93503180,0.89043944,0.54869639,0.89276597,0.98800211,1.36577133,1.97279798,0.87045671,0.65312420,0.88854589,3.34610000,2.59810441,3.23992378,0.97125314,0.57863182,1.10145840,1.76240749,3.12833409,1.01335490,0.93100134,0.58127051,0.74627118,0.97247724,1.03105282,0.81216422,0.65724113,0.47841633,0.64944214,0.62149876,0.69956877,0.69045791,0.00000000
0.64718341,0.82672686,0.88498792,0.93217331,0.95615740,0.77192554,0.74455630,0.81972551,1.51047457,1.95089834,1.65862177,0.82501676,0.68717290,1.02755031,1.80975072,3.02303918,3.98713825,1.24733259,0.79545515,1.05765598,1.88432711,2.35611415,1.14711926,0.84275410,0.62241726,0.72028486,1.37349794,1.27489007,0.88165278,0.73349934,0.60087919,0.61868230,0.64433976,0.70936475,0.68806806,1.00000000
0.72831482,0.87779593,1.21449005,1.25614293,1.45426684,0.95668742,0.71500691,1.20041014,1.56793272,3.16591059,1.80475691,0.91467962,0.87157817,1.34681892,1.97328162,3.90933719,2.10482012,0.97414760,0.69901827,1.45011562,1.83367403,4.74173416,1.63903052,0.95948463,0.69621023,0.99960120,1.21051826,1.11170170,0.95314995,0.89253638,0.57511132,0.67540781,0.92766832,0.87485959,0.79805700,1.00000000
0.60666458,0.81456478,0.86387577,1.25585433,0.90117430,0.91021485,0.58112184,1.08188655,1.38907722,2.81142119,1.90393871,1.26101735,0.69067733,1.19309561,2.93975699,3.35379164,2.33471767,0.95521777,0.71598391,0.96221715,1.43129496,4.46627866,1.39124172,0.89964586,0.62164363,0.85942228,1.14392619,1.22249122,0.85755241,0.75746275,0.49106608,0.61859760,0.60960776,0.66476018,0.58616247,0.00000000
0.73008666,0.82894751,1.07344616,1.29290476,0.98118295,1.04980264,0.79661143,1.07279524,1.47452166,2.49947726,1.99180696,1.11080266,0.93427783,1.60431656,1.83914695,3.06816344,2.40182725,1.35167439,0.74573356,1.13760405,1.97744094,2.02524402,1.27422889,1.24147310,0.74511029,1.03103315,1.29939088,1.24163810,0.96958330,0.82873199,0.57848507,0.75645084,0.75780072,0.82613006,0.73287024,1.00000000
0.66469962,0.89351070,0.93068302,1.13978212,1.21996143,0.87387920,0.83107593,1.04823137,1.27691916,3.12165551,2.25978926,1.13823535,0.81782944,1.20253070,3.00645354,3.42013837,2.98410489,1.14294459,0.73504608,1.06285312,1.91639325,2.30784120,1.37200643,1.08290834,0.63792961,1.13183668,0.98992865,1.36354752,1.00661208,0.75514136,0.58187987,0.70339075,0.76264410,0.91379823,0.69354294,1.00000000
0.67310983,0.74133872,0.82532217,1.18016257,0.95481087,0.88814964,0.63692857,1.07530203,1.28431458,2.20973930,1.95391218,1.09768550,0.68699389,0.95403112,1.87128954,3.17409212,1.84637022,1.09059788,0.77819837,0.92904553,1.90420951,2.03760703,1.32571261,0.94829766,0.69843743,0.78541477,1.02562193,1.06265411,1.09590110,0.68013571,0.49758771,0.59279327,0.77706625,0.64574577,0.61582139,1.00000000
0.59658618,0.73251082,0.80855017,1.40062095,1.19023985,0.80083293,0.66378782,0.94082525,1.39539517,2.66107104,2.12721979,0.86611732,0.75575301,1.01933173,9.86311574,2.80871902,2.17787701,0.94911816,0.69315228,1.12413771,2.23037251,2.75361322,1.37345748,0.96261457,0.62861945,0.95587012,1.20649099,1.07226800,0.92563325,0.72970934,0.51546385,0.63773462,0.83026322,0.80592115,0.73696042,1.00000000
0.58376528,0.72765141,0.87153418,1.16977920,0.91803084,0.75744435,0.69566574,0.94334721,1.43048041,4.68764180,1.51419369,0.90022898,0.73446590,1.45725739,3.17375960,2.58963093,1.74395559,0.85975929,0.83422567,0.90071157,2.42817448,2.69348450,1.05495114,1.03520937,0.63843569,1.03031586,1.16792067,1.24379614,1.16797315,0.63932553,0.48823635,0.62673162,0.75519837,0.74916606,0.65876109,1.00000000
0.55734263,0.71086133,1.00816585,1.09217578,0.88777259,0.69675517,0.73847219,0.97979790,1.33580273,4.51617845,3.66149212,1.04512138,0.88522346,1.45851663,2.78462483,2.57274047,2.70457731,1.30786309,0.86698248,1.19253861,2.46270223,4.69958847,1.35144299,1.14709498,0.68451939,0.97723278,1.10845021,1.32215100,0.82931057,0.74060485,0.54229428,0.63042550,0.75737404,0.68087569,0.69089687,1.00000000
0.66468311,0.79168069,1.08852409,1.18184653,1.06625847,0.81096164,0.71110750,1.22379054,1.52871475,3.07359153,3.17583230,0.95285078,0.91969031,1.44577990,3.00782470,3.77116793,1.70276865,1.16412308,0.81640071,1.04279378,2.15380222,2.13021482,1.56360447,0.92893913,0.70068576,0.94489909,1.43463500,1.34433440,1.13066244,0.77020121,0.59406722,0.65453157,0.77550319,0.71984164,0.78884832,1.00000000
