0.65541495,0.79773666,1.00594326,1.05910056,1.28178292,0.78346635,0.77758124,1.12761742,1.63672343,1.84762558,2.24993271,1.40337700,0.73469384,1.28162553,1.80065577,3.28553269,1.89594368,1.02616651,0.80852248,1.39195664,1.94174826,2.44725303,1.40620669,1.08993913,0.75069852,0.95555448,1.23485788,1.40192771,0.85689290,0.84557132,0.57124872,0.65237613,0.86630720,0.75452441,0.80921203,0.70673158,1.00000000
0.56303509,0.72783910,1.06075878,1.08773697,1.11704350,0.95927275,0.78813678,0.98415620,1.73851973,2.30471236,3.13354563,1.01232275,0.71313012,1.36731997,2.04265800,2.71171947,3.49056688,1.06809453,0.72565673,1.55945306,2.60738368,2.36709464,1.53211950,1.10037801,0.66151609,0.82805225,1.41926875,1.07760325,0.99179758,0.74231511,0.55596248,0.66964664,0.79842249,0.70158819,0.74945740,0.56776991,1.00000000
0.52654587,0.73682616,0.87488334,1.23970909,1.04791146,0.86850100,0.62651319,1.04654170,1.62837478,1.82969478,2.48837195,0.90443263,0.82901310,1.18700202,1.68066236,3.15996345,2.22338082,0.92102412,0.87379165,1.06555549,2.31120721,2.72762709,1.15570877,0.97086991,0.70015318,0.79522175,1.38643880,1.19266146,0.85538005,0.72720584,0.54672449,0.69259282,0.68579348,0.75200942,0.60565786,0.61903138,1.00000000
0.63526274,0.77180327,0.89439438,1.05491189,1.03552068,0.91123553,0.68024244,1.16439211,1.47228784,1.87618503,1.93938349,1.14206143,0.84073240,1.04757629,2.26120719,3.96358744,2.91579246,1.04554216,0.65789830,1.01602043,2.20513094,2.00099055,1.44929476,0.87409462,0.58227098,0.85341596,1.06163454,1.17644640,0.87799406,0.71551945,0.49347545,0.65475215,0.80958321,0.84211792,0.62514778,0.59162697,1.00000000
0.69010906,0.74916217,0.84843793,1.04821615,1.01522080,0.76074521,0.64132030,0.96062017,1.27087282,2.95499024,2.36463666,1.21502210,0.73365853,1.24216594,2.08331274,2.94528649,2.18675571,1.31533973,0.72114269,1.17402108,1.92935703,1.83377991,1.30810528,0.89012511,0.65034772,1.09023690,1.26262831,1.22016598,0.94577837,0.77008508,0.54842370,0.63403606,0.87379190,0.79440811,0.67071349,0.64695346,1.00000000
0.62210002,0.80829709,0.97175344,1.09624796,1.22702064,0.87675645,0.80653944,0.95067475,1.33922063,2.64471781,2.38576056,1.01414727,0.71865408,1.26789097,1.64842437,2.63663375,2.55292919,1.36574775,0.73859243,1.26085308,4.18500278,2.37695266,1.25585577,0.87591987,0.61013127,0.95286914,1.16690350,1.22643578,0.86037137,0.90547126,0.58513906,0.65683610,0.74803113,0.72084087,0.74838232,0.64670454,1.00000000
0.59663741,0.66920216,0.75352407,1.06562520,0.78564696,0.63802797,0.60036337,0.88375913,1.16262818,1.38876780,1.44348810,0.82636534,0.64422889,1.11499089,1.79222561,2.53295711,2.87933492,0.82379980,0.57716476,0.85113609,1.76347138,1.69409239,1.29114890,0.91446086,0.53203252,0.81586076,1.07541057,1.08110960,0.84947325,0.66247000,0.51460690,0.49789356,0.61254078,0.61022273,0.69393115,0.53722678,0.00000000
0.64783441,0.72298995,1.09351208,1.15973452,1.50784395,0.84803741,0.65711233,0.92908204,1.51388590,1.87843103,2.40436856,1.18846889,0.81143781,1.32130461,2.59560984,4.29745033,6.21772812,1.05214043,0.85554345,1.27791778,2.66203431,2.21721742,1.52740971,1.13406596,0.74507611,1.05529687,1.08985443,1.21611466,0.88037290,0.78750797,0.57890036,0.70483673,0.82334051,0.69439078,0.68708325,0.66385887,1.00000000
0.53795334,0.69836217,0.91238552,1.30918180,1.09307399,1.01803810,0.63900220,0.95983471,1.38408207,2.05968331,1.88269794,1.08150344,0.74130119,1.00732021,1.99549330,2.60464225,1.92728880,1.06926342,0.79877248,0.94459609,1.82696089,2.67083195,1.22892131,0.82407268,0.63832819,0.85110654,1.03421316,1.01558318,0.87174200,0.87918270,0.56797124,0.56772480,0.68164639,0.65623898,0.64885357,0.64270699,1.00000000
0.73732458,0.94914198,0.90547396,1.09838648,1.24268989,0.84201075,0.75672086,1.10517365,1.70245801,2.46103136,1.53287547,1.20777991,0.83781780,1.30926039,3.33847687,2.92064866,2.22946924,1.60210795,0.76303883,1.56087798,3.12846968,1.80446909,1.58226098,0.98927361,0.65199675,0.85380286,1.34562400,1.24542720,1.19681138,0.79552590,0.57733870,0.74288697,0.77151280,0.73657363,0.72839962,0.62688452,1.00000000
