0.50830031,0.67460278,0.89312096,1.21990821,0.98152192,0.72017602,0.68943866,0.89680790,1.19129199,1.98576101,1.99440582,1.02953178,0.65587867,0.89366929,1.95561454,6.36373650,1.00000000
0.57407113,0.82093863,1.01491418,1.14483017,1.16983343,0.87624323,0.75769972,1.01906990,1.82039715,3.99296040,3.35928397,1.29654189,0.74376763,1.35455315,7.11978989,4.39176775,1.00000000
0.65733070,0.77538507,1.04650898,1.22451480,1.20542585,0.99662449,0.73205999,0.95007811,1.41038678,6.25051853,4.40808413,1.09844617,0.83239651,1.23158106,2.00235746,2.68962843,1.00000000
0.59655622,0.78361356,1.11512775,1.38492180,1.01442879,0.82875744,0.69519448,1.05564281,1.56284775,2.95297263,2.07323846,1.31094126,0.88157058,1.05054194,1.86746878,3.01975439,1.00000000
0.63462048,0.78719148,1.06718055,1.21198311,1.29510680,0.82244345,0.76154781,0.99836164,1.42113346,3.35083136,2.13758402,1.13263401,0.90850805,1.59844002,2.76644748,2.66100799,1.00000000
0.56109031,0.73621939,0.98496691,1.35648066,0.85700997,0.91143156,0.63337777,0.91441419,1.45063520,1.78675239,4.81318439,1.27826201,0.69883318,1.32727817,3.05950293,3.86451735,1.00000000
0.55758764,0.81364116,0.86263131,1.20336544,1.27151048,0.69611202,0.75015365,1.04648089,1.56752134,1.62144929,1.65266133,0.92399680,0.66897174,0.93061589,3.14270053,2.75861870,0.00000000
0.51896865,0.73384139,0.90897257,0.94610795,0.90317116,0.82662058,0.62626441,0.92626561,1.41192437,2.55848930,1.78363945,0.99915558,0.75787873,1.14627134,1.71385727,2.51248659,0.00000000
0.65222569,0.82552505,1.14463253,1.23642796,0.96404484,0.89329246,0.81483156,1.14724588,1.52766184,1.90087822,2.76416388,1.33325123,0.77512830,1.15261926,2.98460249,3.28859869,1.00000000
0.73278359,0.84743154,1.25281812,1.02379348,1.01547684,0.88638523,0.79696707,1.05320075,1.34042316,2.83291064,1.64077809,1.01393313,0.77297342,1.06473715,1.97382604,5.05534953,1.00000000
0.61209725,0.66691509,0.93314511,1.11364403,1.08421315,0.95610000,0.65480923,0.88906830,1.78418398,2.62699195,3.73972813,1.13688019,0.89017712,1.38222271,1.81257116,3.08682477,1.00000000
0.58585189,0.73820405,1.08264990,1.34967781,1.04585291,0.77302753,0.72702126,0.95103213,1.30146033,2.44010353,1.68411613,1.03111089,0.69340818,1.28424454,2.16933274,2.71086236,1.00000000
0.59562296,0.78122759,0.98660018,1.16491534,1.16627178,0.95947377,0.85373239,0.98796552,1.47894236,1.98479620,2.03833788,0.94198870,0.88662977,1.44696532,2.61184737,3.47200357,0.00000000
0.56662636,0.79635030,0.84022466,0.95757186,1.04959830,0.73153053,0.67085798,0.83569390,1.24516732,2.00822472,2.72523617,0.96905292,0.68768102,1.05532063,3.89816118,4.06355025,1.00000000
0.54933957,0.64454263,0.82271197,1.02882748,1.09682682,0.77181694,0.62779720,0.80190652,1.37536489,1.87298236,1.61490034,0.93345168,0.73375714,0.86448044,1.89365736,2.44251149,0.00000000
0.52207388,0.70876432,0.97561471,0.90074173,1.13739490,0.67709342,0.67639912,0.81611245,1.09247072,1.82034048,2.68679869,0.94187721,0.74130860,1.11453014,1.86767888,2.93915728,0.00000000
0.55676266,0.74797859,0.84927489,0.92821334,0.89989821,0.65469117,0.64419840,1.00054058,1.34130028,1.62255194,1.61149768,0.96982392,0.68125294,1.17564284,3.68100981,3.67753305,1.00000000
0.58202391,0.67457740,0.92044415,1.39792063,1.09787957,0.85687869,0.68024129,1.01502376,1.62583218,2.22739645,1.81335377,1.33396158,0.71938276,1.37835856,1.61746941,2.89155231,1.00000000
0.68504867,0.77821901,0.86260662,1.09977923,1.12290870,0.93402172,0.68251199,1.02475258,1.48150978,3.11193757,2.11485132,0.97959330,0.76047646,1.45822605,5.64092533,3.34316711,1.00000000
0.70934655,0.92436307,1.06735007,1.00492516,1.37316215,0.82760389,0.72518143,0.94219396,1.99921620,2.38954525,3.77577351,1.04392236,0.72560439,1.26974873,3.58071834,4.72348669,1.00000000
0.60114040,0.67829357,0.75511567,1.00933727,1.01181285,0.67682309,0.67444206,0.89267265,1.52763864,2.58050660,3.97749755,0.93421010,0.75871738,1.09955926,1.69875921,2.71384712,0.00000000
0.55860146,0.71241722,1.09977402,1.14426097,1.05743677,0.79321654,0.72219804,0.93534362,1.25531875,2.43801481,1.71382702,1.02851261,0.69994912,1.03961879,1.65526256,2.97710164,1.00000000
0.59133394,0.74212513,0.97579416,1.41730045,1.18006210,0.79140575,0.66107265,1.04318622,1.36818001,1.78790761,2.17069189,1.02147639,0.70221331,1.31424880,2.47261346,2.97854664,1.00000000
0.52983336,0.61044434,0.81207531,0.97183125,1.20275285,0.82018972,0.60193738,0.83556110,1.08528702,1.76616353,1.85356946,0.99479241,0.67389710,0.97941240,1.72257447,3.23519376,0.00000000
0.62931578,0.93615659,1.12142864,1.17945067,1.02248499,0.93186291,0.66180398,0.92235052,1.43276631,2.31232409,1.86985368,0.97331601,0.73159967,1.11293038,2.68948899,2.91706941,1.00000000
0.63142239,0.79676647,1.19857742,1.44782311,0.93193055,0.95663640,0.71281690,1.21950430,1.42821301,2.09922006,2.00401186,1.17819156,0.73448833,1.23133944,3.00458016,3.03744753,1.00000000
0.58864042,0.71403373,1.02459408,1.04969398,1.00963538,0.70030681,0.72129222,0.98108460,1.71153831,4.57723728,1.69481704,0.89521777,0.68572254,1.13610543,2.99928992,2.64899755,1.00000000
0.55244921,0.75721918,0.95299278,0.91681086,0.94322300,0.84945210,0.56549994,0.96522385,1.39349914,2.13901625,1.93222438,1.17312937,0.60558143,1.05583775,2.19743770,2.71918680,0.00000000
0.49764573,0.59178081,0.82720048,0.91891666,0.97400285,0.72767681,0.65146138,0.93503107,1.23578097,1.61325647,1.54277375,1.18152643,0.70062105,0.92989476,1.34344443,2.60312089,0.00000000
0.57409737,0.82199340,0.88132358,1.01978538,1.01315155,0.88922672,0.67969652,0.98425610,1.48852533,2.03004631,1.74756650,0.89987774,0.72281764,1.05724679,2.13303520,3.54430922,1.00000000
0.58638814,0.81562322,0.86357385,0.93672439,1.29802575,0.88298907,0.73548965,0.90770923,1.15312482,2.21145803,1.61473646,0.96490661,0.80575793,1.45644355,2.48793390,3.12154719,0.00000000
0.51826597,0.78262029,0.92373681,1.01976257,0.99109232,0.80715233,0.61211163,1.03602640,1.20166907,3.99215264,3.15428514,1.17987896,0.70105750,0.87939262,2.34786315,2.46325009,0.00000000
0.60966340,0.72569192,0.83413001,1.17270744,0.96651619,0.85077509,0.77282167,0.94733273,1.39504379,2.06622441,1.51465808,1.03029266,0.79415019,1.13477396,2.25675109,2.59476850,1.00000000
